time,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Actinomycetospora,g__Adhaeribacter,g__Adlercreutzia,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Aliterella,g__Alkanindiges,g__Alloiococcus,g__Alloprevotella,g__Amedibacillus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeroglobus,g__Anaeromassilibacillus,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Angustibacter,g__Aquabacterium,g__Aquirickettsiella,g__Arenimonas,g__Asprobacter,g__Atopobium,g__Avispirillum,g__BX12,g__Bacillus,g__Bacteroides,g__Bariatricus,g__Barnesiella,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevibacterium,g__Brevundimonas,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__C7867-002,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-196,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-41,g__CAG-533,g__CAG-83,g__CAJLXD01,g__Campylobacter,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Cellvibrio,g__Centipeda,g__Cetobacterium,g__Christensenella,g__Chryseobacterium,g__Chryseotalea,g__Cloacibacterium,g__Clostridioides,g__Clostridium,g__Cnuella,g__Cohnella,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprobacter,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Dellaglioa,g__Dermabacter,g__Devosia,g__Dialister,g__Dielma,g__Dietzia,g__Dolosigranulum,g__Dorea,g__Dysosmobacter,g__ER4,g__Eggerthella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Eubacterium,g__Evtepia,g__Exiguobacterium,g__Ezakiella,g__F0422,g__Faecalibacillus,g__Faecalibacterium,g__Faecalibaculum,g__Fenollaria,g__Ferruginibacter,g__Fimenecus,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Fructilactobacillus,g__Fructobacillus,g__Fusicatenibacter,g__Fusobacterium,g__G11,g__GCA-2753745,g__GCA-900066905,g__GWC2-73-18,g__Gemmiger,g__Gordonibacter,g__Haemophilus,g__Harryflintia,g__Herbaspirillum,g__Holdemanella,g__Holdemania,g__Hydrogeniiclostridium,g__Hymenobacter,g__Intestinibacter,g__JC017,g__Jeotgalicoccus,g__Kandleria,g__Labilithrix,g__Labrys,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lacunisphaera,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leptotrichia,g__Leuconostoc,g__Ligilactobacillus,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Limosilactobacillus,g__Longibaculum,g__Longicatena,g__Luteibacter,g__Marmoricola,g__Massilia,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Meiothermus,g__Merdicola,g__Merdisoma,g__Methanobrevibacter,g__Methylobacterium,g__Micrococcus,g__Microvirga,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Morganella,g__Murdochiella,g__Muribaculum,g__Muricomes,g__Mycobacterium,g__NSJ-61,g__Nanosynbacter,g__Nanosyncoccus,g__Negativibacillus,g__Neisseria,g__Nemorincola,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nitrosomonas,g__Nocardioides,g__Novosphingobium,g__Obscuribacter,g__Odoribacter,g__Olegusella,g__Oliverpabstia,g__Onthenecus,g__Onthomonas,g__Oribacterium,g__Paenarthrobacter,g__Palsa,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paralachnospira,g__Paramuribaculum,g__Parvimonas,g__Pauljensenia,g__Pediococcus,g__Pedobacter,g__Peptidiphaga,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Photobacterium,g__Phycicoccus,g__Pirellula,g__Planktophila,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Proteus,g__Pseudaeromonas,g__Pseudobutyricicoccus,g__Pseudoduganella,g__Pseudoflavonifractor,g__Pseudomonas,g__Pseudoruminococcus,g__Psychrobacter,g__Pyramidobacter,g__QAKW01,g__RUG13038,g__RUG13077,g__Ralstonia,g__Reyranella,g__Rhodococcus,g__Roseburia,g__Rothia,g__Rubneribacter,g__Ruminiclostridium,g__Ruminococcus,g__Ruthenibacterium,g__SBAT01,g__SFDB01,g__SFLA01,g__SIO2C1,g__SKOZ01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Solirubrobacter,g__Sphingomicrobium,g__Sphingomonas,g__Sphingopyxis,g__Sphingorhabdus,g__Staphylococcus,g__Stercorousia,g__Stoquefichus,g__Streptococcus,g__Sulfurospirillum,g__Tenuibacillus,g__Tepidimonas,g__Terrisporobacter,g__Thermoanaerobacterium,g__Thermophilibacter,g__Tumebacillus,g__Turicibacter,g__Turicimonas,g__UBA10103,g__UBA1179,g__UBA12499,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1573,g__UBA1822,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UBA9414,g__UMGS1071,g__UMGS1375,g__UMGS1449,g__Urbifossiella,g__Urinicoccus,g__Vagococcus,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__Weissella,g__Xanthomonas,g__Zag
178,0,0,71,0,0,0,0,2692,0,0,0,116,0,0,0,0,0,215,6,0,6,0,1,23711,21,2,0,0,0,0,0,0,0,4,0,20395,331,0,1256,320,0,13469,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1305,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,1145,86,0,0,0,0,0,0,0,0,0,2,0,0,622,227,0,248,0,0,0,37,34,367,21,0,0,0,23984,62460,0,0,0,0,2,0,16,0,0,4288,0,0,0,0,0,11627,23,0,0,0,0,71,10,0,0,0,0,0,0,0,0,237,0,0,0,0,2,0,30,0,14,0,0,0,502,0,0,2,0,0,0,0,0,0,1313,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,999,0,4,1171,0,0,0,0,0,2,3889,31428,3,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,268,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,27,0,0,0,0,0,121,0,0,0,0,0,0,7,0,0
179,0,0,98,0,0,0,0,1938,0,0,0,93,0,0,0,0,0,157,0,0,4,0,0,17519,14,0,0,0,0,0,0,0,0,0,0,12794,195,0,1142,105,0,11316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,56,1325,30,0,0,0,4,0,0,0,0,0,0,0,0,274,186,0,120,0,0,0,2,3,178,0,0,0,0,8403,40988,0,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,5633,4,0,0,0,0,12,6,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,10,0,137,0,0,0,291,0,0,0,0,0,0,0,0,0,699,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,4,208,0,0,0,0,0,2,2121,25677,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,377,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,14,0,0,0,0,0,147,0,0,0,0,0,0,14,0,0
180,0,0,0,0,0,0,0,781,0,0,0,266,0,0,29,0,0,28,3,0,7,0,4,5072,28,0,0,0,0,0,0,0,0,0,0,29595,188,0,441,92,2,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,581,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,80,0,4,673,47,0,0,0,2,0,0,0,0,1,17,0,0,507,220,26,265,0,0,0,0,51,502,9,0,0,0,13895,48163,0,0,0,0,0,0,10,0,0,2152,0,0,0,0,0,5034,4,0,0,0,0,81,0,0,0,0,0,0,0,0,0,212,0,0,0,0,2,0,71,0,2,0,0,0,292,0,0,0,0,0,0,0,0,0,1371,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1953,0,1,326,0,0,0,0,0,0,3016,36875,4,0,0,0,0,0,0,28,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,341,0,0,10,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,104,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3915,0,0,0,0,0,0,0,0,60,0,0,0,0,0,368,0,0,0,0,0,0,8,0,0
181,0,0,158,0,0,0,0,4881,0,0,0,150,0,0,0,0,0,30,0,0,3,0,0,11125,47,0,0,6,0,0,0,0,0,0,0,12706,294,0,649,69,0,5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,446,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,59,1367,52,36,0,0,7,0,0,0,0,0,5,0,0,961,304,4,232,0,0,0,2,111,484,14,0,0,0,24926,52442,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,0,5344,7,0,0,0,0,99,3,0,0,0,0,0,0,0,0,2780,0,0,57,0,0,0,62,0,9,0,0,0,340,0,0,0,0,0,0,0,2,0,1856,0,0,66,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,832,0,0,255,0,0,0,0,0,2,1789,48363,3,0,0,0,0,0,0,4,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,234,0,0,0,515,0,0,0,0,0,0,0,0,30,0,0,0,27,0,0,15,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,56,0,0,0,0,0,3076,0,0,0,0,0,0,8,0,0
182,0,0,14,2,0,0,0,5623,0,0,3,115,0,0,0,0,0,118,4,0,8,0,0,10322,25,0,0,0,0,0,0,0,0,0,0,19437,567,0,801,183,0,13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,1025,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,345,1298,98,13,0,13,0,0,0,0,0,1,0,0,0,1540,161,0,348,0,0,0,0,252,748,8,0,3,0,31069,90201,0,0,0,0,5,0,0,19,0,7045,0,0,0,0,0,8612,13,0,0,0,0,60,0,0,0,0,0,0,0,0,0,107,0,0,81,0,4,0,137,0,26,0,0,0,602,0,0,0,0,0,0,0,0,0,2133,0,0,306,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4145,0,0,158,4,6,0,0,2,15,2023,53717,6,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,304,0,0,2,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,7926,0,0,0,0,0,0,0,0,21,0,0,0,0,0,643,0,2,0,0,0,0,89,0,0
183,0,0,20,0,0,0,0,3368,0,0,2,11,0,0,0,0,0,65,2,0,0,0,0,6052,26,0,0,0,0,0,0,0,0,0,0,2108,454,0,528,12,0,8859,0,0,0,0,0,0,2,0,0,0,0,0,0,0,206,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,1099,13,3,0,0,0,0,0,0,0,0,0,0,0,373,14,0,37,0,0,0,10,71,40,0,0,0,0,17878,36791,0,0,0,0,3,0,0,0,0,5815,0,0,0,0,0,4787,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,256,0,0,16,0,0,0,2,0,229,0,0,0,359,0,0,0,0,0,0,0,0,0,1269,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,20,0,4,0,0,0,5,348,26437,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,325,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,28,0,0,0,0,0,84,0,0,0,0,0,0,85,0,0
184,0,0,65,0,0,0,0,1088,0,0,0,9,0,0,0,0,0,35,0,0,3,0,0,2364,7,0,0,15,0,0,0,0,0,0,0,9096,145,0,269,97,0,9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,649,33,0,0,0,0,0,0,0,0,2,2,0,0,491,16,0,167,0,0,0,0,60,456,5,0,0,0,3845,35070,0,0,0,0,4,0,0,0,0,2111,0,0,0,0,0,1187,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,28,0,14,0,0,0,190,0,0,0,0,0,0,0,0,0,662,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,0,0,15,0,2,0,0,0,0,1129,9607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918,0,0,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0
185,0,0,22,0,0,0,0,2090,0,0,4,15,0,0,0,0,0,105,3,0,2,1,0,8118,15,0,0,0,0,0,0,0,0,0,0,14357,475,0,368,157,0,14203,0,0,0,0,0,0,10,0,0,0,0,0,0,0,658,0,0,4,0,0,386,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,0,918,43,5,0,0,0,0,0,0,0,0,0,0,0,866,43,0,339,0,0,0,130,123,578,4,0,0,0,21750,46665,0,0,0,0,0,0,0,0,0,3914,0,0,0,0,0,5082,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,208,0,0,9,0,5,0,38,0,30,0,0,0,304,0,0,0,0,0,0,0,0,0,2763,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2487,0,0,41,0,2,0,0,0,2,1867,49820,0,0,0,0,0,0,0,17,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,289,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,120,0,0,0,0,0,705,0,0,0,0,0,0,89,0,0
186,0,0,41,2,0,0,0,2354,0,0,0,183,0,0,0,0,0,59,10,0,0,0,0,4420,9,0,0,16,0,0,0,0,0,0,0,15435,471,0,737,226,0,12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,21,1204,69,4,0,0,0,0,0,0,0,0,0,0,0,1016,122,7,259,0,0,0,17,44,330,6,0,0,0,23584,49942,0,0,0,0,10,0,0,0,0,3292,0,0,0,0,0,8735,8,0,0,0,11,89,2,0,0,0,0,0,0,0,0,14,0,4,13,0,9,5,6,0,42,0,0,0,419,0,0,0,0,0,0,0,0,0,2438,0,0,123,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2888,0,0,230,25,2,0,0,0,64,1305,51008,0,0,0,0,0,0,2,21,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,269,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1467,0,0,0,0,0,0,0,0,38,0,0,0,0,0,260,0,16,0,0,0,0,94,0,0
187,0,0,0,0,0,0,0,678,0,0,0,107,0,0,0,0,0,18,0,0,4,0,4,1526,3,0,0,0,0,0,0,0,0,2,0,9094,73,0,167,140,2,3454,0,0,0,10,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,138,0,0,0,0,5,0,72,44,44,30,0,0,2,0,0,0,0,0,6,0,0,371,217,16,131,0,0,0,5,24,113,79,0,0,0,2737,22139,0,0,0,0,0,0,34,0,0,940,0,0,0,0,0,1936,7,0,0,0,0,40,5,0,0,0,0,0,0,0,0,8,0,0,3,0,2,0,161,0,5,0,4,0,76,0,9,0,0,5,0,0,6,0,624,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,976,0,0,358,8,0,0,0,0,0,349,9472,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,91,0,0,56,0,0,6,192,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,23,0,0,0,0,19,0,0
189,0,0,18,0,0,0,0,4102,0,0,0,185,0,0,0,0,0,137,5,0,15,0,7,9685,60,2,0,0,0,0,0,2,0,8,0,25855,686,0,852,1139,5,11515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,255,669,106,0,0,0,0,0,0,0,0,4,10,0,0,765,407,0,377,0,0,0,17,142,767,143,0,0,0,14619,54449,0,0,0,0,7,0,36,0,0,3300,0,0,0,0,0,14755,21,0,0,0,0,176,5,0,0,2,0,0,0,0,0,302,0,0,277,0,6,0,369,0,370,0,3,0,550,0,0,0,0,0,0,0,8,0,1465,0,0,87,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3820,0,11,1572,0,0,0,0,0,11,2783,30465,19,0,0,0,0,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,310,0,0,6,167,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,84,0,0,0,0,0,127,0,0,0,0,0,0,304,0,0
190,0,0,16,0,0,0,0,3626,0,0,4,914,0,0,4,0,0,81,15,0,2,0,6,12679,55,0,0,0,0,0,0,0,0,0,0,25448,640,0,652,393,0,9847,0,0,0,2,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,845,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,0,0,0,0,63,924,94,0,0,0,2,0,0,0,22,4,4,0,0,452,472,82,277,0,0,0,2,150,629,33,0,3,0,20155,40971,0,0,0,0,9,0,34,0,0,4554,0,0,0,0,0,6365,32,0,0,0,0,85,9,0,0,0,0,0,0,0,0,41,0,0,453,0,13,42,227,0,81,0,4,0,349,0,0,3,0,0,0,0,3,0,973,0,0,41,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1892,0,4,1751,36,0,0,0,0,13,1028,34062,11,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,7,0,0,0,0,0,0,392,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,77,0,0,0,0,0,179,0,29,0,0,0,0,503,0,0
191,0,0,7,0,0,0,0,3486,0,0,0,151,0,0,0,0,0,64,2,0,0,0,0,10719,17,0,0,0,0,0,0,0,0,0,0,14447,525,0,1028,119,0,8763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,688,108,0,0,0,0,0,0,0,0,0,0,0,0,445,111,0,347,0,0,0,0,158,1175,4,0,2,0,17515,47009,0,0,0,0,2,0,7,0,0,4426,0,0,0,0,0,8603,11,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,89,0,6,0,0,0,531,0,0,2,0,0,0,0,2,0,686,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,962,0,2,219,7,0,0,0,0,4,1576,12139,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,36,0,0,0,0,0,39,0,0,0,0,0,0,41,0,0
192,0,0,8,0,0,0,0,4991,0,0,0,3,0,0,0,0,0,12,12,0,0,0,0,11229,14,0,0,0,0,0,0,0,0,0,0,735,237,0,1174,5,0,3655,0,0,0,0,0,0,6,0,0,0,0,0,0,0,366,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,948,8,2,0,0,0,0,0,0,0,2,0,0,0,373,0,0,52,0,0,0,25,20,329,0,0,0,0,18547,34101,0,0,0,0,6,0,0,0,0,5806,0,0,0,0,0,7776,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,530,0,0,10,0,8,0,0,0,41,0,0,0,1234,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,2,0,0,0,13,183,6009,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,361,0,0,0,0,0,0,47,0,0
193,0,0,21,0,0,0,0,2820,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,10894,13,0,0,0,0,0,0,0,0,0,0,8804,303,0,827,0,0,5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,114,148,23,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,178,0,0,0,30,5,101,0,0,0,0,2356,34053,0,0,0,0,4,0,0,0,0,1794,0,0,0,0,0,3424,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,413,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,3,976,18645,0,0,0,0,0,0,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,154,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,19,0,0,0,0,0,287,0,0,0,0,0,0,17,0,0
194,0,0,40,0,0,0,0,5345,0,0,2,0,0,0,0,0,0,108,0,0,0,0,0,4393,9,0,0,0,0,0,0,0,0,0,0,6578,545,0,1156,0,0,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,519,25,40,3,0,0,0,0,0,0,0,2,0,0,0,456,0,0,246,0,0,0,73,218,697,0,0,0,0,11532,26816,0,0,0,0,2,0,0,0,0,1882,0,0,0,0,0,11081,0,0,0,0,0,27,0,0,0,16,0,0,0,0,0,3,0,4,12,0,8,0,0,0,26,0,0,0,788,0,0,0,0,0,0,0,0,0,1084,0,0,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,877,11098,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,195,0,0,0,297,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,152,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,113,0,0,0,0,0,508,0,0,0,0,0,0,61,0,0
195,0,0,22,0,0,0,0,2843,0,0,0,5,0,0,0,0,0,113,3,0,4,0,0,4549,7,0,0,0,0,0,0,0,0,0,0,14127,1394,0,762,3,0,11169,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1626,0,0,0,0,0,3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,61,1,46,0,0,0,0,0,0,0,0,0,0,0,6,1224,0,0,382,0,0,0,81,13,467,0,0,0,0,15977,29693,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,9415,2,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,22,0,0,0,624,0,0,0,0,0,0,0,0,0,618,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,2,0,0,0,0,0,0,917,14546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,92,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,47,0,0,0,0,0,471,0,0,0,0,0,0,50,0,0
