time,g__AV80,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Acutalibacter,g__Adlercreutzia,g__Aeromonas,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Alloiococcus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeromassilibacillus,g__Anaerosporobacter,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Anaerovibrio,g__Angelakisella,g__Aquabacterium,g__Asaia,g__Avispirillum,g__BX12,g__Bacteroides,g__Baekduia,g__Bariatricus,g__Bdellovibrio,g__Beduini,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Bog,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevundimonas,g__Bryocella,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-353,g__CAG-41,g__CAG-417,g__CAG-83,g__Caccousia,g__Campylobacter,g__Capnocytophaga,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Christensenella,g__Chryseobacterium,g__Cloacibacterium,g__Clostridium,g__Cohnella,g__Collinsella,g__Comamonas,g__Conchiformibius,g__Coprobacillus,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Deinococcus,g__Desulfovibrio,g__Dialister,g__Dielma,g__Dorea,g__Dysosmobacter,g__ER4,g__Edaphobacter,g__Eggerthella,g__Eikenella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Erysipelothrix,g__Ethanoligenens,g__Eubacterium,g__Evtepia,g__Ezakiella,g__Faecalibacillus,g__Faecalibacterium,g__Faecousia,g__Fenollaria,g__Fimbriiglobus,g__Fimbriimonas,g__Fimenecus,g__Fimiplasma,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Frisingicoccus,g__Fusicatenibacter,g__Fusobacterium,g__GCA-900066905,g__GWA2-73-35,g__Gemmata,g__Gemmiger,g__Glutamicibacter,g__Gordonibacter,g__Gp,g__Haemophilus,g__Harryflintia,g__Helcococcus,g__Holdemania,g__Hungatella,g__Hydrogeniiclostridium,g__Hydrogenoanaerobacterium,g__Intestinibacillus,g__Intestinibacter,g__JABFSM01,g__JC017,g__KBS-83,g__KBS-96,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lagierella,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leuconostoc,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Longibaculum,g__Longicatena,g__MARSEILLE-P3954,g__Massilia,g__Massilibacillus,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Merdibacter,g__Merdicola,g__Merdisoma,g__Methylobacterium,g__Micrococcus,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Moraxella,g__Murdochiella,g__Muricomes,g__Negativicoccus,g__Neisseria,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nocardioides,g__Nostoc,g__Novosphingobium,g__Odoribacter,g__Onthenecus,g__Onthomonas,g__PALSA-1081,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paracoccus,g__Paralachnospira,g__Paramuribaculum,g__Pararheinheimera,g__Parasediminibacterium,g__Parvimonas,g__Pauljensenia,g__Pe,g__Pediococcus,g__Pedobacter,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Pseudoflavonifractor,g__Pseudomonas,g__QAKW01,g__QAMM01,g__QHXM01,g__RQZE01,g__RUG13038,g__RUG13077,g__RUG762,g__Ralstonia,g__Reyranella,g__Roseburia,g__Rothia,g__Rubneribacter,g__Rubrimentiphilum,g__Ructibacterium,g__Ruminococcus,g__Ruthenibacterium,g__S5-A14a,g__SBAT01,g__SFDB01,g__SFLA01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Soleaferrea,g__Solibaculum,g__Sphingomonas,g__Sphingopyxis,g__Staphylococcus,g__Stoquefichus,g__Streptococcus,g__Suipraeoptans,g__Sulfurospirillum,g__Tepidimonas,g__Terrisporobacter,g__Trueperella,g__Turicibacter,g__UBA10511,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1822,g__UBA2658,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UMGS1071,g__UMGS1375,g__UTPRO1,g__Urinicoccus,g__Ursidibacter,g__VFJQ01,g__VFKE01,g__Varibaculum,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__WRMH01,g__Weissella,g__Z2-YC6860,g__Zag
149,0,0,654,0,0,0,181,0,808,327,0,0,463,0,16,0,6,0,0,0,607,153,2,0,0,0,0,26,3,3844,0,161,0,0,0,0,0,3762,0,2,0,0,0,0,0,0,0,227,2,0,2,66,0,36,0,0,152,0,501,0,1252,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3726,358,23,0,0,0,0,4,0,0,0,3,12,230,0,0,5,0,535,2,0,29,25,0,0,547,64,0,836,13509,0,0,0,0,0,0,0,0,10,0,1447,0,0,0,0,866,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,132,0,0,4,0,0,0,21,9,0,320,22,0,0,0,0,0,0,0,0,258,0,1,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,2,1399,0,0,2,0,0,0,0,0,1539,21857,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,222,0,0,0,0,7230,0,0,0,0,7,0,0,0,29,2,0,0,0,0,1,79,0,0,0,0,0,0,0,1,7,0,38,0,0,62,0,0,6,0,0,445,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0
150,0,0,609,63,0,0,180,0,442,417,0,0,423,0,0,0,6,0,0,0,237,76,2,0,0,20,0,3,0,3013,0,82,0,0,0,0,0,1199,0,2,0,0,43,0,0,0,0,216,0,0,0,50,0,35,0,0,220,0,180,2,1129,0,0,69,0,0,0,0,0,0,43,3,0,0,0,0,0,3183,190,11,0,0,0,6,6,17,0,0,3,12,224,8,0,4,0,422,2,0,0,3,0,0,271,46,0,258,7460,0,0,0,0,0,0,0,0,0,0,470,30,0,0,0,613,0,6,0,34,0,0,2,0,0,0,0,0,0,20,0,0,0,66,0,0,0,0,0,0,21,3,2,214,5,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,122,0,0,0,0,89,0,0,0,0,0,0,0,49,0,0,0,0,0,0,3,1031,0,0,0,0,3,0,0,0,1052,18892,2,0,71,0,0,12,2,3,0,0,0,0,0,0,0,243,0,0,0,0,3831,0,0,0,2,20,0,0,0,13,0,0,49,43,0,4,21,0,0,0,0,0,0,0,0,7,0,19,0,0,24,0,0,5,0,0,106,0,0,0,0,0,0,143,0,24,0,0,0,2,0,0,0,0
151,0,0,674,28,0,0,59,0,440,199,0,0,344,0,5,0,3,0,2,0,801,48,15,0,0,0,0,32,2,2432,0,91,0,0,0,0,2,3208,0,9,0,0,0,0,0,0,0,358,0,0,0,43,0,18,0,0,58,0,276,221,651,0,0,0,0,0,0,0,0,0,18,66,0,0,0,0,0,1971,448,6,0,0,0,0,0,0,0,0,5,32,166,0,0,0,0,519,0,0,10,24,0,0,1230,52,0,790,10482,0,0,0,0,0,2,0,0,2,0,1686,0,0,0,0,1791,0,5,0,0,0,0,11,0,0,0,1,8,0,0,0,0,0,154,0,0,3,0,0,0,19,0,0,232,35,0,0,0,18,0,0,0,0,247,0,0,0,0,0,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,71,0,0,0,0,0,0,4,1111,0,0,0,0,0,0,0,0,921,22889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,7262,0,0,0,2,5,0,0,0,0,2,0,0,0,16,1,18,0,0,0,0,0,8,0,0,8,0,29,0,0,22,0,0,2,0,0,490,0,0,0,0,0,0,3,0,24,0,0,0,0,0,2,0,0
153,0,0,15,0,0,0,24,0,627,57,0,0,57,0,7,0,2,0,2,0,311,36,0,0,0,0,0,0,0,2684,0,13,0,0,0,0,2,1659,0,2,0,0,12,0,0,0,0,105,0,0,0,0,0,24,0,0,2,0,42,7,92,0,3,0,0,0,0,142,0,0,0,1951,0,0,0,0,0,102,2880,3,2,0,0,0,0,0,0,0,2,178,31,0,0,0,0,0,0,0,74,66,0,0,52,18,0,1206,10107,0,0,0,0,0,0,0,0,0,0,404,3,0,0,0,45,0,0,0,0,0,0,11,0,0,0,0,80,0,0,0,0,0,1036,0,0,0,0,4,0,36,9,0,11,8,0,0,0,0,0,0,0,0,2787,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,3956,0,0,0,0,15,1,0,0,0,0,0,2,328,0,0,11,2,0,0,0,0,177,39783,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,352,4,0,0,0,0,0,0,0,0,0,0,0,0,2,13,193,0,0,0,6,0,2,0,0,0,0,10,0,0,9,0,0,0,0,12,143,0,0,0,0,0,0,89,0,3,0,0,0,0,0,10,0,0
155,0,0,25,854,2,0,3,0,10,36,0,80,60,0,1,6,0,0,6,0,132,11,0,0,0,0,0,0,0,1021,0,0,0,0,0,0,0,171,0,2,0,0,4,0,0,0,0,13,0,1,0,16,5,0,0,0,14,0,5,0,126,0,4,0,0,0,0,0,0,25,2,7250,0,0,0,0,0,312,28,3,4,0,0,0,3,0,2,13,2,8,30,0,0,9,0,37,0,3,67,7,2,0,23,2,0,323,1241,0,181,0,0,0,0,8,12,0,0,133,3,0,0,0,207,2,3,0,0,0,2,0,0,0,0,0,13,0,25,0,0,0,36,0,0,1277,0,2,0,10,3324,0,18,9,0,0,0,0,0,0,0,1,134,0,0,0,0,0,26,0,0,0,5,0,0,0,0,0,1603,0,0,0,0,21,0,0,0,1,0,0,0,103,0,3,0,0,0,0,2,20,116,3922,0,2,99,69,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,486,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,81,1,13,0,245,0,638,0,1,0,2,6,0,0,0,0,0,2,0,3,2,0,0,0,0,2,0,1421,0,18,0,11,0,0,0,4566,0,0
156,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,7169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,672,9067,0,4,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,29,0,0,0,0,0,0,101,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59432,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0,191,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940,0,0,0,0,0,0,0,47,0,0
157,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,2,2921,0,0,0,0,0,0,0,0,0,0,139,0,0,0,2,24,4,0,0,209,0,0,0,0,0,0,34,7664,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,9,41218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,0,0,0,0,0,0,0,4,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,25269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,38,8,60,104,0,0,25,84,287,0,0,1056,7,0,0,0,6,0,139,15900,0,0,0,0,0,0,0,0,0,0,101,555,0,0,0,0,0,0,0,0,0,0,0,78,0,0,80,11,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,254,53471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4942,0,0,0,0,0,0,0,2,0,0
159,0,0,0,91,0,0,0,0,0,0,0,12,0,0,0,49,0,0,0,0,1552,0,0,0,0,0,0,0,0,16672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,3511,0,51,0,0,0,0,0,0,126,14,180,167,0,0,34,0,437,0,0,3160,84,0,0,0,211,4,884,12659,0,57,0,0,0,0,31,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,100,0,0,73,8,0,0,0,0,0,0,0,0,99,3,0,0,0,333,0,2,0,0,0,0,0,0,0,0,0,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1115,55711,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,26,0,0,3,0,0,0,0,1012,0,0,0,0,0,0,0,411,0,0
160,0,0,0,23,0,0,0,0,0,0,0,0,29,11,0,0,0,3,0,0,1898,0,3,0,0,0,0,0,11,20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,613,113,0,0,45,0,0,0,0,305,26,232,302,0,0,173,0,3717,0,0,4783,153,0,0,0,351,0,960,26209,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,145,0,0,231,36,0,0,0,0,0,0,0,0,23,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,0,7857,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3017,47913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,52,0,0,0,0,0,88,0,0,0,0,0,0,18,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,20,0,0
161,0,0,0,7,0,0,0,0,0,0,0,0,119,0,0,4,0,6,0,0,2783,0,3,0,0,0,0,0,23,15829,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,632,0,0,0,0,0,0,1,148,0,0,0,0,0,0,0,444,27,75,533,0,0,273,0,3502,0,0,3821,906,0,0,0,498,0,155,30070,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,48,0,0,179,13,0,0,0,0,0,0,0,0,19,0,0,0,101,18,0,0,0,0,0,0,0,0,0,0,0,5010,0,0,0,0,0,0,0,0,0,0,187,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1772,28183,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,67,0,0,0,0,0,30,0,0,0,0,0,0,23,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,12,0,0
162,0,0,0,6,0,0,0,0,0,0,0,0,127,0,0,0,0,6,0,0,7432,0,0,0,0,0,0,0,3,19611,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,627,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,777,19,33,698,0,0,315,0,3176,0,0,6534,1529,0,0,0,518,0,38,22357,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,134,5,0,0,0,0,0,0,0,0,17,0,0,0,80,12,0,0,0,0,0,0,0,0,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,94,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139,35771,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,11,0,41,0,0,0,0,0,58,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0
163,0,0,0,0,0,8,0,0,0,0,0,0,139,0,0,0,0,2,0,0,6876,0,0,0,0,42,0,0,11,14838,0,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,359,0,0,0,0,0,0,0,45,8,0,0,0,0,0,0,204,3,0,298,0,0,262,0,975,0,0,3329,1036,0,0,0,264,0,7,10740,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,10,0,0,0,0,0,49,0,0,39,4,0,0,0,0,0,0,0,0,4,0,0,0,83,6,0,0,0,0,0,0,0,0,0,0,0,5633,0,0,0,0,0,0,0,0,0,0,161,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,25659,0,0,0,19,17,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,2,0,0
164,0,0,0,0,0,5,0,0,0,0,0,0,280,0,0,20,0,5,0,0,9562,0,0,0,0,0,0,0,15,24790,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,7,0,0,111,3,0,0,0,0,0,0,179,17,0,474,0,0,337,0,1379,0,0,5483,1522,0,0,0,380,0,0,11750,0,9,0,0,0,0,13,0,0,0,1048,0,0,0,0,0,0,22,0,0,0,0,0,273,0,0,175,19,0,0,0,0,0,0,0,0,52,0,0,0,71,49,0,0,0,0,0,0,0,0,0,0,0,10239,0,0,0,0,0,0,0,0,0,4,190,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4293,55702,0,0,2,0,55,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,45,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,24,0,0
165,0,0,0,6,0,17,0,0,0,0,0,0,251,0,0,0,0,0,4,0,3896,0,0,0,0,0,0,0,10,13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,36,0,45,14,0,0,0,5,0,0,0,83,5,18,299,0,0,93,0,511,0,0,2200,160,0,0,0,112,0,11,10017,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,6,0,0,0,0,0,54,0,0,100,15,0,0,0,0,0,0,0,0,24,0,0,0,102,10,0,0,0,0,0,0,0,0,0,0,0,3547,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444,35020,0,0,0,0,6,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,30,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0
166,0,0,0,0,0,32,0,0,0,2,0,0,284,0,0,15,0,0,8,0,6383,0,0,0,0,0,0,0,7,19930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,16,0,37,23,0,0,0,0,0,0,0,47,9,72,527,0,0,174,0,795,0,0,3044,623,0,0,0,224,0,26,4941,0,12,0,0,0,0,8,0,0,0,673,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,82,16,0,0,0,0,0,0,0,0,7,0,0,0,143,8,0,0,0,0,0,0,0,0,0,0,0,5616,0,0,0,0,0,0,0,0,0,3,350,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,33648,0,0,2,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
167,0,0,0,2,0,0,0,0,0,2,0,0,174,0,0,0,0,7,8,0,2142,0,0,0,0,0,0,0,0,6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,15,2,182,124,0,0,94,0,679,0,0,788,1318,0,0,0,163,0,17,1277,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,8,0,0,0,68,10,0,0,0,0,0,0,0,0,0,0,3,3503,0,0,0,0,0,0,0,0,0,0,37,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,13136,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
168,0,0,0,0,0,2,0,0,0,21,0,0,160,0,0,0,0,75,13,0,6791,0,0,0,0,0,10,0,15,2189,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,3,0,1105,22,0,0,2328,0,0,0,0,47,7043,0,0,0,766,0,0,44,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,5,5382,0,0,0,0,0,0,0,0,0,0,142,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,4984,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,297,0,0,0,0,0,36,0,0,0,0,0,0,2,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
169,0,0,0,0,0,13,0,0,0,8,0,0,93,0,0,0,0,42,42,0,17904,0,0,0,0,0,0,0,25,4239,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,3,0,2001,42,0,0,1045,0,479,0,0,125,8741,0,0,0,781,0,0,5425,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,44,6,0,5,0,0,0,0,0,3,23,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,7458,0,0,0,0,0,0,0,0,0,0,157,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,2307,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,462,0,0,0,0,0,4,0,93,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
171,0,0,0,32,0,126,0,0,0,225,0,0,790,0,0,12,0,11,18,0,3882,0,0,0,0,0,0,0,25,9644,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,574,0,0,0,0,42,0,74,26,104,0,0,0,0,0,0,16,6,278,358,0,0,95,0,1217,0,0,688,898,0,0,0,224,0,0,12535,0,13,0,0,0,0,6,0,0,50,285,0,0,0,0,0,0,3,26,0,2,0,0,0,0,0,28,67,0,0,0,0,0,0,0,0,8,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,6,4392,0,0,0,0,0,0,0,0,0,4,42,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1832,18506,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,0,0,0,0,0,0,70,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0
