time,g__AV80,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Acutalibacter,g__Adlercreutzia,g__Aeromonas,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Alloiococcus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeromassilibacillus,g__Anaerosporobacter,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Anaerovibrio,g__Angelakisella,g__Aquabacterium,g__Asaia,g__Avispirillum,g__BX12,g__Bacteroides,g__Baekduia,g__Bariatricus,g__Bdellovibrio,g__Beduini,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Bog,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevundimonas,g__Bryocella,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-353,g__CAG-41,g__CAG-417,g__CAG-83,g__Caccousia,g__Campylobacter,g__Capnocytophaga,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Christensenella,g__Chryseobacterium,g__Cloacibacterium,g__Clostridium,g__Cohnella,g__Collinsella,g__Comamonas,g__Conchiformibius,g__Coprobacillus,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Deinococcus,g__Desulfovibrio,g__Dialister,g__Dielma,g__Dorea,g__Dysosmobacter,g__ER4,g__Edaphobacter,g__Eggerthella,g__Eikenella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Erysipelothrix,g__Ethanoligenens,g__Eubacterium,g__Evtepia,g__Ezakiella,g__Faecalibacillus,g__Faecalibacterium,g__Faecousia,g__Fenollaria,g__Fimbriiglobus,g__Fimbriimonas,g__Fimenecus,g__Fimiplasma,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Frisingicoccus,g__Fusicatenibacter,g__Fusobacterium,g__GCA-900066905,g__GWA2-73-35,g__Gemmata,g__Gemmiger,g__Glutamicibacter,g__Gordonibacter,g__Gp,g__Haemophilus,g__Harryflintia,g__Helcococcus,g__Holdemania,g__Hungatella,g__Hydrogeniiclostridium,g__Hydrogenoanaerobacterium,g__Intestinibacillus,g__Intestinibacter,g__JABFSM01,g__JC017,g__KBS-83,g__KBS-96,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lagierella,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leuconostoc,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Longibaculum,g__Longicatena,g__MARSEILLE-P3954,g__Massilia,g__Massilibacillus,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Merdibacter,g__Merdicola,g__Merdisoma,g__Methylobacterium,g__Micrococcus,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Moraxella,g__Murdochiella,g__Muricomes,g__Negativicoccus,g__Neisseria,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nocardioides,g__Nostoc,g__Novosphingobium,g__Odoribacter,g__Onthenecus,g__Onthomonas,g__PALSA-1081,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paracoccus,g__Paralachnospira,g__Paramuribaculum,g__Pararheinheimera,g__Parasediminibacterium,g__Parvimonas,g__Pauljensenia,g__Pe,g__Pediococcus,g__Pedobacter,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Pseudoflavonifractor,g__Pseudomonas,g__QAKW01,g__QAMM01,g__QHXM01,g__RQZE01,g__RUG13038,g__RUG13077,g__RUG762,g__Ralstonia,g__Reyranella,g__Roseburia,g__Rothia,g__Rubneribacter,g__Rubrimentiphilum,g__Ructibacterium,g__Ruminococcus,g__Ruthenibacterium,g__S5-A14a,g__SBAT01,g__SFDB01,g__SFLA01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Soleaferrea,g__Solibaculum,g__Sphingomonas,g__Sphingopyxis,g__Staphylococcus,g__Stoquefichus,g__Streptococcus,g__Suipraeoptans,g__Sulfurospirillum,g__Tepidimonas,g__Terrisporobacter,g__Trueperella,g__Turicibacter,g__UBA10511,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1822,g__UBA2658,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UMGS1071,g__UMGS1375,g__UTPRO1,g__Urinicoccus,g__Ursidibacter,g__VFJQ01,g__VFKE01,g__Varibaculum,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__WRMH01,g__Weissella,g__Z2-YC6860,g__Zag
66,0,0,242,0,0,0,45,0,29,5,0,0,868,0,0,0,5,0,6,0,64,74,22,0,0,0,0,7,0,5231,0,0,0,0,0,0,0,169,0,4,14,0,10,0,0,0,0,225,3,3015,4,167,0,15,0,0,797,51,79,0,781,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,888,14,0,0,0,0,0,0,0,0,0,0,3,198,0,0,0,0,212,0,0,0,3,0,0,110,17,0,84,3083,0,0,0,0,0,0,0,0,11,0,45,0,0,0,0,288,0,4,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,114,0,0,2,0,0,0,21,0,7,61,0,0,0,0,0,0,0,0,4,68,0,0,6,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1213,0,0,0,0,20,0,0,0,677,13557,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,73,0,0,0,0,184,12,0,0,0,11,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,10,0,14,2,0,0,0,0,0,0,0,0,166,0,0,0,2,0,0,0,0
67,0,0,207,6,0,2,128,0,105,4,0,0,542,0,0,0,8,0,2,0,97,30,3,0,0,0,0,8,0,4404,0,13,0,0,0,0,2,374,0,0,0,0,0,0,0,0,0,424,0,2831,0,143,0,10,0,0,203,38,132,0,454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2030,43,3,0,0,0,0,6,0,0,0,0,13,107,0,0,2,0,202,0,0,0,7,0,0,222,25,0,155,6102,0,0,0,0,0,0,0,0,4,0,116,0,0,0,0,394,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,7,2,20,116,0,0,0,0,0,0,0,0,1,111,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,982,0,0,0,0,7,0,0,0,621,15143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,244,8,0,0,0,3,5,0,0,5,0,0,25,0,0,5,3,0,0,0,0,0,0,0,0,0,0,41,0,0,0,2,5,9,0,12,24,0,0,0,0,0,0,0,0,68,0,0,2,0,0,2,0,0
68,0,0,177,0,0,0,93,0,205,0,0,0,294,0,0,0,0,0,3,0,114,31,14,0,0,0,0,1,2,3046,0,12,0,0,0,0,0,903,0,6,0,0,0,0,0,0,0,331,0,3211,0,148,3,14,0,0,109,37,225,0,663,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2963,89,4,0,0,0,0,2,0,0,0,0,53,133,0,0,0,0,186,0,0,0,3,0,0,207,37,0,391,7777,0,0,0,0,0,0,0,0,11,0,220,0,2,0,0,509,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,14,7,11,109,0,0,0,0,0,0,0,0,0,183,0,0,9,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,620,0,0,0,0,18,0,0,0,303,14411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,929,13,0,0,0,4,3,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,13,1,0,3,0,7,77,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0
69,0,0,185,0,0,2,85,0,203,2,0,0,399,0,1,0,6,0,2,0,74,25,3,0,0,0,0,6,3,3126,0,18,0,0,0,0,0,925,0,3,0,0,0,0,0,0,0,346,0,2933,0,233,0,13,0,0,193,46,225,0,809,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2385,156,2,0,0,0,0,10,0,0,0,2,35,180,0,0,0,0,228,0,0,0,4,0,0,277,57,0,285,6936,0,0,0,0,0,0,0,0,7,0,200,0,0,0,0,617,0,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,34,3,15,176,0,0,0,2,0,0,0,0,0,133,0,0,19,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2,0,0,0,2,832,0,0,0,0,58,0,0,0,306,16320,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,168,0,0,0,0,1032,11,0,0,0,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,0,7,0,4,88,0,0,0,0,0,0,0,0,46,0,0,7,4,0,4,0,0
70,0,0,683,0,0,0,83,0,122,5,0,0,1072,0,0,0,10,0,4,0,55,84,25,0,0,0,0,6,2,9361,0,9,0,0,0,0,7,494,0,2,0,0,0,0,0,0,0,365,5,2085,5,110,0,26,0,0,452,0,142,0,711,0,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,725,105,2,0,0,0,0,8,0,0,0,5,10,289,10,0,2,0,772,0,0,0,0,0,0,131,20,0,155,11468,0,0,0,0,0,0,0,0,16,0,64,0,0,0,0,972,0,0,0,0,2,0,12,0,7,0,3,0,0,0,0,0,0,272,0,0,2,0,0,0,44,0,2,47,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,2102,32680,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,186,0,0,0,0,509,8,0,0,3,10,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,4,0,10,0,14,20,0,0,0,0,0,0,0,0,100,0,0,4,5,0,0,0,0
71,0,0,145,0,0,0,149,0,257,144,0,0,859,0,1,0,3,0,4,0,76,62,53,0,0,0,0,4,0,8257,0,46,0,0,0,0,2,917,0,4,0,0,0,0,0,0,0,271,2,852,2,13,0,26,0,0,115,0,122,0,1476,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,833,111,2,0,0,0,0,2,0,0,0,0,17,395,0,0,2,0,513,0,0,24,3,0,0,182,42,0,272,14577,0,0,0,0,0,0,0,0,4,0,192,0,0,0,0,886,0,6,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,51,2,8,86,12,0,0,0,0,0,2,0,0,129,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0,0,1517,0,0,0,0,0,0,0,0,1584,35922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1619,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,5,0,1,0,0,87,0,0,0,1,0,12,0,1,104,0,0,0,0,0,0,0,0,145,0,0,0,3,0,3,0,0
72,0,0,90,70,0,0,243,0,566,985,0,0,954,0,2,0,13,0,7,0,229,84,25,0,0,0,0,13,7,10624,0,40,0,0,0,0,0,1398,0,10,0,0,0,0,0,0,0,607,2,1170,5,79,0,32,0,0,470,0,260,0,2089,0,0,0,0,4,0,0,3,0,0,25,0,0,0,0,0,2833,207,17,16,0,0,0,7,0,0,0,8,45,492,0,0,4,0,551,2,0,0,6,0,0,419,83,0,413,21886,0,0,0,0,0,0,0,0,11,0,413,0,0,0,0,1576,0,3,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,59,6,20,330,22,0,0,2,0,0,0,0,0,214,0,0,25,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,4,2335,0,0,0,0,2,0,0,0,1928,46665,4,0,0,0,0,0,2,3,0,0,0,6,0,0,0,134,0,0,0,0,2221,0,0,0,2,8,0,0,0,2,0,0,0,0,0,6,6,0,0,0,0,0,3,0,2,2,0,136,0,0,0,6,5,15,0,9,81,0,0,0,0,0,0,0,0,202,0,0,0,5,0,2,0,0
73,0,0,47,0,0,0,79,0,497,190,0,0,507,0,0,0,3,0,2,0,68,49,8,0,0,0,0,13,0,5965,0,40,0,0,0,0,2,893,0,2,0,0,0,0,0,0,0,489,0,1101,2,118,0,18,0,0,118,0,228,0,673,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,1647,80,2,0,0,0,0,0,0,0,0,0,34,283,0,0,0,0,154,0,0,2,6,0,0,221,34,0,298,12821,0,0,0,0,0,0,0,0,9,0,187,0,0,0,0,761,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,156,0,0,0,0,0,0,36,5,6,164,6,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,2,1276,0,0,0,0,0,0,0,0,1022,26969,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,103,0,0,0,0,1979,0,0,0,2,0,0,0,0,13,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3,0,9,0,4,75,0,0,0,0,0,0,0,0,89,0,0,0,0,0,4,0,0
75,0,0,197,19,0,0,5,0,90,160,0,0,697,0,0,0,5,0,0,0,30,61,20,0,0,17,0,12,0,6764,0,8,0,0,0,0,0,194,0,6,0,0,0,0,0,0,0,887,0,4508,0,65,0,23,0,0,169,0,79,0,1190,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,530,196,3,0,0,0,0,3,0,0,0,3,8,306,0,0,0,0,271,0,0,0,2,0,0,18,7,0,48,7258,0,0,0,0,0,0,0,0,8,0,46,0,0,0,0,323,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,322,0,21,2,0,0,0,55,2,0,189,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,1533,0,0,2,0,35,0,0,0,629,30851,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,144,0,0,0,0,518,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,10,0,0,3,7,4,10,0,2,33,0,0,0,0,0,0,0,0,134,0,0,0,0,0,9,0,0
76,0,0,120,0,0,0,60,0,135,301,0,0,634,0,0,0,6,0,0,0,81,50,21,0,0,0,0,19,0,5185,0,30,0,0,0,0,0,522,0,12,0,0,0,0,0,0,0,92,0,1580,0,52,0,15,0,0,451,0,203,0,1715,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,949,116,8,0,0,13,0,5,0,0,0,0,14,324,7,0,0,0,688,0,0,0,0,0,0,84,24,0,126,10411,0,0,0,0,0,2,0,0,11,0,105,0,0,0,0,590,0,2,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,54,2,0,204,0,0,0,0,7,0,0,0,0,55,0,0,7,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,2133,0,0,0,0,26,0,0,0,1046,29177,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,45,0,0,0,0,892,0,0,0,2,9,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,29,0,0,12,0,5,22,0,3,64,0,0,0,0,0,0,0,0,170,0,0,0,0,0,5,0,0
77,0,0,73,0,0,0,13,0,48,58,0,0,1140,0,0,0,3,0,0,0,33,48,16,0,0,0,0,14,0,7110,0,0,0,0,0,0,0,153,0,9,0,0,0,0,0,0,0,165,3,12454,2,67,1,11,0,0,426,0,54,0,963,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,372,79,4,0,0,0,0,7,0,0,0,2,6,231,0,0,0,0,372,0,0,0,3,0,0,21,11,0,47,3968,0,0,0,0,0,0,0,0,7,0,31,0,0,0,0,253,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,51,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1504,0,0,0,0,27,0,0,0,675,29053,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,1013,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,3,0,0,18,4,0,12,0,5,15,0,0,0,0,0,0,0,0,85,0,0,0,0,0,4,0,0
78,0,0,4,0,0,0,58,0,30,41,0,0,2425,0,0,0,5,0,2,0,38,70,1,0,0,0,0,7,0,9542,0,25,0,0,0,0,0,295,0,31,0,0,0,0,0,0,0,100,0,4707,0,19,0,13,0,0,320,0,35,0,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261,77,2,0,0,0,0,13,0,0,0,3,7,88,4,0,0,0,228,0,0,0,0,0,0,61,15,0,61,6561,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,402,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,7,0,0,63,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3931,0,0,0,0,0,0,0,0,2176,56498,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,76,0,0,0,0,1716,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,11,5,2,8,0,13,47,0,0,0,0,0,0,0,0,56,0,0,0,0,0,3,0,0
89,0,0,11,0,0,0,59,0,89,2394,0,0,2936,0,0,0,20,0,73,0,68,546,54,0,0,0,0,24,3,14133,0,22,0,0,0,0,0,311,0,6,0,0,0,0,0,0,0,24,0,5221,19,29,0,36,0,0,2748,0,207,0,2470,4,0,0,0,17,0,0,3,0,0,6,0,0,0,0,0,881,249,5,0,0,0,0,28,0,0,0,7,28,342,79,0,3,0,666,0,0,0,9,0,0,244,24,0,155,6183,0,0,0,0,0,0,0,0,24,2,124,0,0,0,0,1576,0,0,0,0,2,0,17,0,19,0,7,0,0,0,0,0,0,158,0,0,0,0,0,0,45,3,8,186,0,0,0,2,0,0,0,0,15,497,0,0,14,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,5,6420,0,0,0,0,0,0,0,0,2523,32233,3,0,0,0,0,0,5,8,0,0,0,3,0,0,0,28,0,0,0,0,346,103,0,0,3,22,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,94,0,0,11,12,23,22,0,135,9,0,0,0,0,0,0,0,0,264,0,0,5,3,0,4,0,0
92,0,0,9,0,0,4,107,0,28,963,0,0,2099,0,0,0,14,0,0,0,29,203,32,0,0,0,0,12,3,20159,0,4,0,0,0,0,0,286,0,2,0,0,0,0,0,0,0,144,0,2547,3,982,0,139,0,0,391,0,154,0,698,1,0,0,0,0,0,0,5,0,0,49,0,0,0,0,0,1882,136,3,0,0,0,0,24,0,0,0,0,14,252,65,0,0,0,506,1,0,2,3,0,0,174,10,0,146,10768,0,0,0,0,0,0,0,0,2,0,52,0,0,0,0,383,0,2,0,0,5,0,19,0,5,0,0,0,0,0,0,0,0,133,0,0,2,0,0,0,22,6,0,49,0,0,0,0,0,0,0,0,0,152,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,4416,0,0,0,0,0,0,0,0,4064,44546,0,0,0,0,0,0,3,7,0,0,0,2,0,0,0,341,0,0,0,0,87,6,0,0,0,36,0,0,0,28,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,67,0,0,2,1,4,6,0,29,16,0,0,0,0,0,0,0,0,66,0,0,7,5,0,6,0,0
93,0,0,7,0,0,73,101,0,196,602,0,0,2858,0,0,0,18,0,13,0,45,439,28,0,0,0,0,23,3,22877,0,54,0,0,0,0,2,388,0,0,0,0,0,0,0,0,0,303,2,6223,5,1729,4,108,0,0,780,0,183,0,1245,0,0,0,0,0,0,0,9,0,0,126,0,0,0,0,0,2179,258,6,0,0,0,0,21,0,0,0,7,43,343,53,0,4,0,589,1,0,40,1,0,0,328,19,0,362,17035,0,0,0,0,0,0,0,0,32,0,91,0,0,23,0,727,0,3,0,0,3,0,18,0,6,0,2,0,0,2,0,0,0,238,0,0,4,0,0,0,42,3,5,175,0,0,0,0,0,0,0,3,0,305,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,5570,0,0,0,0,0,0,0,0,1940,43650,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,1082,0,0,0,0,729,5,0,0,0,33,0,0,0,21,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,258,0,0,5,6,6,18,0,57,14,0,0,0,0,0,0,0,0,212,0,0,4,10,0,5,0,0
94,0,0,0,51,0,179,168,0,90,652,0,0,1219,0,0,0,11,0,6,0,58,132,12,0,0,0,0,1,0,8732,0,17,0,0,0,0,0,380,0,2,0,0,0,0,0,0,0,155,0,1733,5,773,0,39,0,0,506,0,153,0,667,0,0,0,0,0,0,0,6,0,0,69,0,0,0,0,0,1594,33,3,0,0,0,0,16,0,0,0,3,31,230,57,0,2,0,820,9,0,0,5,0,0,173,23,0,248,7379,0,0,0,0,0,0,0,0,10,0,109,0,0,0,0,312,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,35,0,2,2,0,0,0,19,0,3,110,0,0,0,0,0,0,0,0,0,208,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,3323,18796,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,153,0,0,0,0,215,14,0,0,0,35,0,0,0,2,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,227,0,0,0,5,8,12,0,30,0,0,0,0,0,0,0,0,0,132,0,0,8,10,0,0,0,0
95,0,0,7,120,0,67,41,0,32,217,0,0,889,0,2,0,3,0,3,0,77,42,4,0,0,0,0,3,0,8304,0,17,0,0,0,0,0,137,0,6,4,0,0,0,0,0,0,53,0,907,0,391,0,19,0,0,472,0,72,0,398,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,651,25,0,0,0,0,0,5,0,0,0,2,7,124,26,0,0,0,24,0,0,0,5,0,0,43,11,0,87,3047,0,0,0,0,0,0,0,0,3,0,40,0,0,0,0,118,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,12,0,7,101,0,0,0,0,0,0,0,0,2,44,0,0,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1495,0,0,0,0,0,16,0,0,1186,19860,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,159,0,0,0,0,39,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,93,0,0,0,9,3,5,0,10,5,0,0,0,0,0,0,0,0,73,0,0,5,5,0,0,0,0
96,0,0,5,0,0,63,155,0,67,436,0,0,1522,0,0,0,2,0,11,0,190,57,4,0,0,0,0,0,0,6586,0,52,0,0,0,0,0,650,0,9,0,0,0,0,0,0,0,66,0,505,2,716,0,33,0,0,416,0,71,0,347,0,0,0,0,9,0,0,6,0,0,34,0,0,0,0,0,1816,44,6,0,0,0,0,8,0,0,0,2,18,103,26,0,0,0,39,3,0,2,0,0,0,120,22,0,206,11023,0,0,0,0,0,0,0,0,2,0,210,0,0,0,0,302,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,65,0,0,2,0,0,0,5,0,9,58,17,0,0,0,0,0,2,0,0,118,0,0,32,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,303,16214,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,207,0,0,0,0,125,0,0,0,0,9,0,0,0,20,0,0,0,0,0,5,6,0,0,0,0,0,0,0,2,7,0,140,0,0,0,0,6,6,0,21,54,0,0,0,0,0,0,0,0,19,0,0,0,4,0,2,0,0
97,0,0,57,2,0,5,152,0,327,336,0,0,1766,0,3,0,9,0,20,0,293,77,7,0,0,0,0,2,0,5579,0,35,0,0,0,0,0,976,0,3,0,0,94,0,0,0,0,316,0,1074,3,639,0,41,0,0,783,0,120,0,1434,0,0,0,0,27,0,0,2,0,0,9,0,0,0,0,0,2592,106,14,0,0,0,0,5,0,0,0,0,34,188,64,0,2,0,281,0,0,0,11,0,0,331,68,0,198,10213,0,0,0,0,0,0,0,0,26,0,248,0,0,0,0,754,0,9,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,233,0,0,8,0,0,0,15,0,9,199,0,0,0,0,0,0,2,1,0,155,0,0,27,0,22,0,0,75,0,0,0,0,0,2,0,0,0,0,0,0,127,0,0,0,0,0,0,0,1527,0,0,0,0,3,0,0,0,716,14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,304,0,0,0,5,23,0,0,0,41,0,4,0,0,0,9,8,0,0,0,0,0,0,0,1,2,0,51,0,0,1,6,2,6,0,18,96,0,0,0,0,0,0,0,0,116,0,0,3,5,0,0,0,0
98,0,0,10,9,0,59,11,0,58,112,0,0,1207,0,0,0,5,0,7,0,42,74,17,0,0,0,0,5,0,7355,0,2,0,0,0,0,0,55,0,3,0,0,0,0,0,0,0,101,0,6481,0,285,0,15,0,0,242,0,34,0,604,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,393,25,0,6,0,0,0,6,0,0,0,0,4,113,26,0,0,0,169,0,0,0,0,0,0,35,4,0,27,2539,0,0,0,0,0,0,0,0,11,0,26,0,0,0,0,168,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,253,0,0,3,0,0,0,20,0,5,47,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1511,0,0,0,0,2,0,0,0,726,24929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,152,0,0,0,0,27,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,46,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,103,0,0,3,4,0,0,0,0
